YEAR,MONTH,DATE,HOUR,MINUTES,SECONDS,NUMBER
2019,7,25,14,21,49,0
2019,7,25,14,21,51,0
2019,7,25,14,21,52,0
2019,7,25,14,21,53,0
2019,7,25,14,21,54,0
2019,7,25,14,21,55,1
2019,7,25,14,21,56,0
2019,7,25,14,21,57,1
2019,7,25,14,21,58,1
2019,7,25,14,21,59,1
2019,7,25,14,22,0,1
2019,7,25,14,22,1,1
2019,7,25,14,22,2,1
2019,7,25,14,22,3,1
2019,7,25,14,22,4,1
2019,7,25,14,22,5,1
2019,7,25,14,22,6,1
2019,7,25,14,22,7,1
2019,7,25,14,22,8,1
2019,7,25,14,22,9,1
2019,7,25,14,22,10,1
2019,7,25,14,22,11,1
2019,7,25,14,22,12,0
2019,7,25,14,22,13,0
2019,7,25,14,22,13,1
2019,7,25,14,22,14,0
2019,7,25,14,22,15,1
2019,7,25,14,22,16,0
2019,7,25,14,22,17,0
2019,7,25,14,22,18,1
2019,7,25,14,22,19,1
2019,7,25,14,22,20,1
2019,7,25,14,22,21,1
2019,7,25,14,22,22,1
2019,7,25,14,22,23,1
2019,7,25,14,22,24,1
2019,7,25,14,22,25,1
2019,7,25,14,22,26,1
2019,7,25,14,22,27,0
2019,7,25,14,22,28,0
2019,7,25,14,22,29,0
2019,7,25,14,22,30,0
2019,7,25,14,22,31,0
2019,7,25,14,22,31,1
2019,7,25,14,22,32,1
2019,7,25,14,22,33,1
2019,7,25,14,22,34,1
2019,7,25,14,22,35,1
2019,7,25,14,22,36,1
2019,7,25,14,22,37,1
2019,7,25,14,22,38,0
2019,7,25,14,22,39,0
2019,7,25,14,22,40,0
2019,7,25,14,22,41,0
2019,7,25,14,22,42,0
2019,7,25,14,22,43,0
2019,7,25,14,22,44,0
2019,7,25,14,22,45,1
2019,7,25,14,22,46,1
2019,7,25,14,22,47,1
2019,7,25,14,22,48,1
2019,7,25,14,22,49,1
2019,7,25,14,22,50,1
2019,7,25,14,22,51,1
2019,7,25,14,22,52,1
2019,7,25,14,22,53,1
2019,7,25,14,22,54,1
2019,7,25,14,22,55,1
2019,7,25,14,22,56,1
2019,7,25,14,22,57,1
2019,7,25,14,22,58,1
2019,7,25,14,22,59,1
2019,7,25,14,23,0,1
2019,7,25,14,23,1,1
2019,7,25,14,23,2,1
2019,7,25,14,23,2,1
2019,7,25,14,23,3,1
2019,7,25,14,23,4,0
2019,7,25,14,23,5,1
2019,7,25,14,23,6,1
2019,7,25,14,23,7,1
2019,7,25,14,23,8,0
2019,7,25,14,23,9,1
2019,7,25,14,23,10,0
2019,7,25,14,23,11,0
2019,7,25,14,23,12,0
2019,7,25,14,23,13,0
2019,7,25,14,23,14,1
2019,7,25,14,23,15,1
2019,7,25,14,23,16,1
2019,7,25,14,23,17,1
2019,7,25,14,23,18,1
2019,7,25,14,23,19,1
2019,7,25,14,23,20,1
2019,7,25,14,23,21,1
2019,7,25,14,23,22,0
2019,7,25,14,23,23,1
2019,7,25,14,23,23,1
2019,7,25,14,23,25,1
2019,7,25,14,23,25,0
2019,7,25,14,23,26,1
2019,7,25,14,23,27,0
2019,7,25,14,23,28,1
2019,7,25,14,23,29,1
2019,7,25,14,23,30,1
2019,7,25,14,23,31,2
2019,7,25,14,23,32,0
2019,7,25,14,23,33,1
2019,7,25,14,23,34,2
2019,7,25,14,23,35,1
2019,7,25,14,23,36,1
2019,7,25,14,23,37,1
2019,7,25,14,23,38,0
2019,7,25,14,23,39,0
2019,7,25,14,23,40,2
2019,7,25,14,23,41,0
2019,7,25,14,23,42,0
2019,7,25,14,23,43,0
2019,7,25,14,23,44,0
2019,7,25,14,23,45,1
2019,7,25,14,23,46,1
2019,7,25,14,23,47,1
2019,7,25,14,23,48,0
2019,7,25,14,23,49,0
2019,7,25,14,23,50,0
2019,7,25,14,23,51,0
2019,7,25,14,23,52,0
2019,7,25,14,23,53,0
2019,7,25,14,23,54,0
2019,7,25,14,23,55,0
2019,7,25,14,23,56,0
2019,7,25,14,23,57,0
2019,7,25,14,23,58,0
2019,7,25,14,23,59,0
2019,7,25,14,24,0,0
2019,7,25,14,24,1,0
2019,7,25,14,24,2,0
2019,7,25,14,24,3,0
2019,7,25,14,24,4,0
2019,7,25,14,24,5,0
2019,7,25,14,24,6,0
2019,7,25,14,24,7,0
2019,7,25,14,24,8,0
2019,7,25,14,24,9,0
2019,7,25,14,24,10,0
2019,7,25,14,24,11,0
2019,7,25,14,24,12,0
2019,7,25,14,24,13,0
2019,7,25,14,24,14,0
2019,7,25,14,24,15,0
2019,7,25,14,24,16,0
2019,7,25,14,24,17,0
2019,7,25,14,24,18,0
2019,7,25,14,24,19,0
2019,7,25,14,24,20,0
2019,7,25,14,24,21,0
2019,7,25,14,24,22,0
2019,7,25,14,24,23,0
2019,7,25,14,24,24,0
2019,7,25,14,24,25,0
2019,7,25,14,24,26,0
2019,7,25,14,24,27,0
2019,7,25,14,24,28,0
2019,7,25,14,24,29,0
2019,7,25,14,24,30,0
2019,7,25,14,24,31,0
2019,7,25,14,24,32,0
2019,7,25,14,24,33,0
2019,7,25,14,24,34,0
2019,7,25,14,24,35,0
2019,7,25,14,24,35,0
2019,7,25,14,24,36,0
2019,7,25,14,24,37,0
2019,7,25,14,24,38,0
2019,7,25,14,24,39,0
2019,7,25,14,24,40,0
2019,7,25,14,24,41,0
2019,7,25,14,24,42,0
2019,7,25,14,24,43,0
2019,7,25,14,24,44,0
2019,7,25,14,24,45,0
2019,7,25,14,24,46,0
2019,7,25,14,24,47,0
2019,7,25,14,24,48,0
2019,7,25,14,24,49,0
2019,7,25,14,24,50,0
2019,7,25,14,24,51,0
2019,7,25,14,24,52,0
2019,7,25,14,24,53,0
2019,7,25,14,24,54,0
2019,7,25,14,24,55,0
2019,7,25,14,24,56,0
2019,7,25,14,24,57,0
2019,7,25,14,24,58,0
2019,7,25,14,24,59,0
2019,7,25,14,25,0,0
2019,7,25,14,25,1,0
2019,7,25,14,25,2,1
2019,7,25,14,25,3,0
2019,7,25,14,25,4,0
2019,7,25,14,25,4,0
2019,7,25,14,25,5,1
2019,7,25,14,25,6,0
2019,7,25,14,25,7,0
2019,7,25,14,25,8,0
2019,7,25,14,25,9,1
2019,7,25,14,25,10,2
2019,7,25,14,25,11,1
2019,7,25,14,25,12,0
2019,7,25,14,25,13,0
2019,7,25,14,25,14,0
2019,7,25,14,25,15,0
2019,7,25,14,25,16,0
2019,7,25,14,25,17,0
2019,7,25,14,25,18,0
2019,7,25,14,25,19,0
2019,7,25,14,25,19,0
2019,7,25,14,25,20,0
2019,7,25,14,25,21,0
2019,7,25,14,25,22,0
2019,7,25,14,25,23,0
2019,7,25,14,25,24,0
2019,7,25,14,25,25,0
2019,7,25,14,25,26,0
2019,7,25,14,25,27,0
2019,7,25,14,25,28,0
2019,7,25,14,25,29,0
2019,7,25,14,25,30,0
2019,7,25,14,25,31,1
2019,7,25,14,25,31,1
2019,7,25,14,25,32,1
2019,7,25,14,25,33,1
2019,7,25,14,25,34,1
2019,7,25,14,25,35,1
2019,7,25,14,25,36,1
2019,7,25,14,25,37,0
2019,7,25,14,25,38,1
2019,7,25,14,25,39,1
2019,7,25,14,25,40,1
2019,7,25,14,25,41,2
2019,7,25,14,25,42,1
2019,7,25,14,25,43,2
2019,7,25,14,25,44,1
2019,7,25,14,25,45,1
2019,7,25,14,25,46,1
2019,7,25,14,25,47,1
2019,7,25,14,25,48,1
2019,7,25,14,25,49,1
2019,7,25,14,25,50,1
2019,7,25,14,25,51,1
2019,7,25,14,25,52,0
2019,7,25,14,25,53,1
2019,7,25,14,25,54,1
2019,7,25,14,25,55,1
2019,7,25,14,25,56,1
2019,7,25,14,25,57,1
2019,7,25,14,25,58,1
2019,7,25,14,25,59,1
2019,7,25,14,26,0,1
2019,7,25,14,26,1,1
2019,7,25,14,26,2,1
2019,7,25,14,26,3,1
2019,7,25,14,26,4,1
2019,7,25,14,26,5,1
2019,7,25,14,26,6,2
2019,7,25,14,26,7,1
2019,7,25,14,26,8,1
2019,7,25,14,26,9,2
2019,7,25,14,26,10,0
2019,7,25,14,26,11,1
2019,7,25,14,26,12,1
2019,7,25,14,26,13,1
2019,7,25,14,26,14,1
2019,7,25,14,26,15,1
2019,7,25,14,26,16,1
2019,7,25,14,26,17,1
2019,7,25,14,26,18,1
2019,7,25,14,26,19,1
2019,7,25,14,26,20,1
2019,7,25,14,26,21,1
2019,7,25,14,26,22,0
2019,7,25,14,26,23,2
2019,7,25,14,26,24,1
2019,7,25,14,26,25,1
2019,7,25,14,26,26,1
2019,7,25,14,26,27,1
2019,7,25,14,26,28,1
2019,7,25,14,26,29,2
2019,7,25,14,26,30,1
2019,7,25,14,26,31,1
2019,7,25,14,26,32,1
2019,7,25,14,26,32,1
2019,7,25,14,26,33,1
2019,7,25,14,26,34,0
2019,7,25,14,26,35,0
2019,7,25,14,26,36,0
2019,7,25,14,26,37,0
2019,7,25,14,26,38,0
2019,7,25,14,26,39,0
2019,7,25,14,26,40,0
2019,7,25,14,26,41,1
2019,7,25,14,26,42,1
2019,7,25,14,26,43,1
2019,7,25,14,26,44,1
2019,7,25,14,26,45,1
2019,7,25,14,26,46,1
2019,7,25,14,26,47,1
2019,7,25,14,26,48,1
2019,7,25,14,26,49,1
2019,7,25,14,26,50,1
2019,7,25,14,26,51,1
2019,7,25,14,26,52,1
2019,7,25,14,26,52,1
2019,7,25,14,26,53,1
2019,7,25,14,26,54,1
2019,7,25,14,26,55,1
2019,7,25,14,26,56,1
2019,7,25,14,26,57,1
2019,7,25,14,26,58,1
2019,7,25,14,26,59,1
2019,7,25,14,27,0,1
2019,7,25,14,27,1,1
2019,7,25,14,27,2,1
2019,7,25,14,27,3,1
2019,7,25,14,27,4,1
2019,7,25,14,27,5,1
2019,7,25,14,27,6,1
2019,7,25,14,27,7,1
2019,7,25,14,27,8,1
2019,7,25,14,27,9,1
2019,7,25,14,27,10,1
2019,7,25,14,27,11,1
2019,7,25,14,27,12,1
2019,7,25,14,27,13,1
2019,7,25,14,27,14,1
2019,7,25,14,27,15,1
2019,7,25,14,27,16,1
2019,7,25,14,27,17,1
2019,7,25,14,27,18,1
2019,7,25,14,27,19,1
2019,7,25,14,27,20,0
2019,7,25,14,27,21,0
2019,7,25,14,27,22,0
2019,7,25,14,27,23,0
2019,7,25,14,27,24,0
2019,7,25,14,27,25,1
2019,7,25,14,27,26,1
2019,7,25,14,27,27,1
2019,7,25,14,27,28,0
2019,7,25,14,27,29,0
2019,7,25,14,27,30,1
2019,7,25,14,27,31,1
2019,7,25,14,27,32,1
2019,7,25,14,27,33,1
2019,7,25,14,27,34,1
2019,7,25,14,27,35,0
2019,7,25,14,27,35,2
2019,7,25,14,27,37,1
2019,7,25,14,27,37,1
2019,7,25,14,27,38,1
2019,7,25,14,27,39,1
2019,7,25,14,27,40,1
2019,7,25,14,27,41,1
2019,7,25,14,27,42,1
2019,7,25,14,27,43,1
2019,7,25,14,27,44,1
2019,7,25,14,27,45,1
2019,7,25,14,27,46,1
2019,7,25,14,27,47,1
2019,7,25,14,27,48,1
2019,7,25,14,27,49,1
2019,7,25,14,27,50,1
2019,7,25,14,27,51,1
2019,7,25,14,27,52,1
2019,7,25,14,27,53,1
2019,7,25,14,27,54,1
2019,7,25,14,27,55,1
2019,7,25,14,27,56,1
2019,7,25,14,27,57,1
2019,7,25,14,27,58,1
2019,7,25,14,27,59,1
2019,7,25,14,28,0,1
2019,7,25,14,28,1,1
2019,7,25,14,28,2,1
2019,7,25,14,28,3,1
2019,7,25,14,28,4,1
2019,7,25,14,28,5,1
2019,7,25,14,28,6,1
2019,7,25,14,28,7,0
2019,7,25,14,28,8,1
2019,7,25,14,28,9,1
2019,7,25,14,28,10,1
2019,7,25,14,28,11,1
2019,7,25,14,28,12,1
2019,7,25,14,28,13,1
2019,7,25,14,28,14,1
2019,7,25,14,28,15,1
2019,7,25,14,28,16,1
2019,7,25,14,28,17,1
2019,7,25,14,28,18,1
2019,7,25,14,28,19,1
2019,7,25,14,28,20,1
2019,7,25,14,28,21,0
2019,7,25,14,28,22,0
2019,7,25,14,28,23,1
2019,7,25,14,28,24,1
2019,7,25,14,28,25,1
2019,7,25,14,28,26,1
2019,7,25,14,28,27,1
2019,7,25,14,28,28,1
2019,7,25,14,28,28,1
2019,7,25,14,28,29,1
2019,7,25,14,28,30,1
2019,7,25,14,28,31,1
2019,7,25,14,28,32,1
2019,7,25,14,28,33,1
2019,7,25,14,28,34,1
2019,7,25,14,28,35,1
2019,7,25,14,28,36,1
2019,7,25,14,28,37,1
2019,7,25,14,28,38,1
2019,7,25,14,28,39,1
2019,7,25,14,28,40,2
2019,7,25,14,28,41,2
2019,7,25,14,28,42,1
2019,7,25,14,28,43,0
2019,7,25,14,28,44,1
2019,7,25,14,28,45,1
2019,7,25,14,28,46,2
2019,7,25,14,28,47,1
2019,7,25,14,28,48,1
2019,7,25,14,28,49,1
2019,7,25,14,28,50,1
2019,7,25,14,28,51,1
2019,7,25,14,28,52,1
2019,7,25,14,28,53,1
2019,7,25,14,28,54,2
2019,7,25,14,28,55,1
2019,7,25,14,28,56,1
2019,7,25,14,28,57,1
2019,7,25,14,28,58,1
2019,7,25,14,28,59,2
2019,7,25,14,29,0,3
2019,7,25,14,29,1,2
2019,7,25,14,29,2,1
2019,7,25,14,29,3,1
2019,7,25,14,29,4,1
2019,7,25,14,29,5,2
2019,7,25,14,29,6,1
2019,7,25,14,29,7,1
2019,7,25,14,29,8,2
2019,7,25,14,29,9,2
2019,7,25,14,29,10,2
2019,7,25,14,29,11,2
2019,7,25,14,29,12,2
2019,7,25,14,29,13,2
2019,7,25,14,29,14,2
2019,7,25,14,29,15,2
2019,7,25,14,29,16,2
2019,7,25,14,29,18,2
2019,7,25,14,29,19,2
2019,7,25,14,29,20,2
2019,7,25,14,29,21,2
2019,7,25,14,29,22,1
2019,7,25,14,29,23,1
2019,7,25,14,29,24,1
2019,7,25,14,29,25,1
2019,7,25,14,29,26,1
2019,7,25,14,29,27,2
2019,7,25,14,29,28,2
2019,7,25,14,29,29,2
2019,7,25,14,29,30,2
2019,7,25,14,29,31,2
2019,7,25,14,29,32,2
2019,7,25,14,29,33,2
2019,7,25,14,29,34,2
2019,7,25,14,29,35,2
2019,7,25,14,29,36,1
2019,7,25,14,29,37,1
2019,7,25,14,29,38,2
2019,7,25,14,29,39,2
2019,7,25,14,29,40,3
2019,7,25,14,29,41,2
2019,7,25,14,29,42,2
2019,7,25,14,29,43,2
2019,7,25,14,29,44,2
2019,7,25,14,29,45,2
2019,7,25,14,29,46,1
2019,7,25,14,29,47,1
2019,7,25,14,29,48,1
2019,7,25,14,29,49,1
2019,7,25,14,29,50,1
2019,7,25,14,29,51,2
2019,7,25,14,29,52,3
2019,7,25,14,29,53,2
2019,7,25,14,29,54,2
2019,7,25,14,29,56,1
2019,7,25,14,29,56,1
2019,7,25,14,29,58,1
2019,7,25,14,29,58,1
2019,7,25,14,30,0,1
2019,7,25,14,30,1,1
2019,7,25,14,30,2,1
2019,7,25,14,30,3,1
2019,7,25,14,30,4,1
2019,7,25,14,30,5,1
2019,7,25,14,30,6,1
2019,7,25,14,30,7,1
2019,7,25,14,30,8,1
2019,7,25,14,30,9,1
2019,7,25,14,30,10,1
2019,7,25,14,30,11,1
2019,7,25,14,30,12,1
2019,7,25,14,30,13,1
2019,7,25,14,30,14,1
2019,7,25,14,30,14,1
2019,7,25,14,30,15,1
2019,7,25,14,30,16,0
2019,7,25,14,30,17,0
2019,7,25,14,30,18,0
2019,7,25,14,30,19,0
2019,7,25,14,30,20,0
2019,7,25,14,30,21,0
2019,7,25,14,30,22,0
2019,7,25,14,30,23,1
2019,7,25,14,30,24,1
2019,7,25,14,30,25,1
2019,7,25,14,30,26,1
2019,7,25,14,30,27,1
2019,7,25,14,30,28,1
2019,7,25,14,30,29,1
2019,7,25,14,30,30,1
2019,7,25,14,30,31,1
2019,7,25,14,30,32,1
2019,7,25,14,30,33,1
2019,7,25,14,30,34,1
2019,7,25,14,30,35,1
2019,7,25,14,30,36,1
2019,7,25,14,30,37,1
2019,7,25,14,30,38,1
2019,7,25,14,30,39,1
2019,7,25,14,30,40,1
2019,7,25,14,30,41,1
2019,7,25,14,30,42,1
2019,7,25,14,30,43,1
2019,7,25,14,30,44,1
2019,7,25,14,30,45,1
2019,7,25,14,30,46,1
2019,7,25,14,30,47,1
2019,7,25,14,30,48,1
2019,7,25,14,30,49,1
2019,7,25,14,30,50,1
2019,7,25,14,30,51,1
2019,7,25,14,30,52,0
2019,7,25,14,30,53,1
2019,7,25,14,30,54,1
2019,7,25,14,30,55,0
2019,7,25,14,30,56,0
2019,7,25,14,30,57,0
2019,7,25,14,30,58,0
2019,7,25,14,30,59,0
2019,7,25,14,31,0,0
2019,7,25,14,31,1,0
2019,7,25,14,31,2,0
2019,7,25,14,31,3,0
2019,7,25,14,31,4,0
2019,7,25,14,31,5,0
2019,7,25,14,31,6,0
2019,7,25,14,31,7,0
2019,7,25,14,31,8,0
2019,7,25,14,31,8,0
2019,7,25,14,31,9,0
2019,7,25,14,31,10,0
2019,7,25,14,31,11,0
2019,7,25,14,31,12,0
2019,7,25,14,31,13,0
2019,7,25,14,31,14,0
2019,7,25,14,31,15,0
2019,7,25,14,31,16,0
2019,7,25,14,31,17,0
2019,7,25,14,31,18,0
2019,7,25,14,31,19,0
2019,7,25,14,31,20,0
2019,7,25,14,31,21,0
2019,7,25,14,31,22,0
2019,7,25,14,31,23,0
2019,7,25,14,31,24,0
2019,7,25,14,31,25,0
2019,7,25,14,31,25,0
2019,7,25,14,31,26,0
2019,7,25,14,31,27,0
2019,7,25,14,31,28,0
2019,7,25,14,31,29,0
2019,7,25,14,31,30,0
2019,7,25,14,31,31,0
2019,7,25,14,31,32,0
2019,7,25,14,31,33,0
2019,7,25,14,31,34,0
2019,7,25,14,31,35,0
2019,7,25,14,31,36,0
2019,7,25,14,31,37,0
2019,7,25,14,31,38,0
2019,7,25,14,31,39,0
2019,7,25,14,31,40,0
2019,7,25,14,31,41,0
2019,7,25,14,31,42,0
2019,7,25,14,31,43,0
2019,7,25,14,31,43,0
2019,7,25,14,31,44,0
2019,7,25,14,31,45,0
2019,7,25,14,31,46,0
2019,7,25,14,31,47,0
2019,7,25,14,31,48,0
2019,7,25,14,31,49,0
2019,7,25,14,31,50,0
2019,7,25,14,31,51,0
2019,7,25,14,31,52,0
2019,7,25,14,31,53,0
2019,7,25,14,31,54,0
2019,7,25,14,31,55,0
2019,7,25,14,31,56,0
2019,7,25,14,31,57,0
2019,7,25,14,31,58,0
2019,7,25,14,31,59,0
2019,7,25,14,32,0,0
2019,7,25,14,32,1,0
2019,7,25,14,32,1,0
2019,7,25,14,32,2,0
2019,7,25,14,32,3,0
2019,7,25,14,32,4,0
2019,7,25,14,32,5,0
2019,7,25,14,32,6,0
2019,7,25,14,32,7,0
2019,7,25,14,32,8,0
2019,7,25,14,32,9,0
2019,7,25,14,32,10,0
2019,7,25,14,32,11,0
2019,7,25,14,32,12,0
2019,7,25,14,32,13,0
2019,7,25,14,32,14,0
2019,7,25,14,32,15,0
2019,7,25,14,32,16,0
2019,7,25,14,32,17,0
2019,7,25,14,32,18,0
2019,7,25,14,32,19,0
2019,7,25,14,32,20,0
2019,7,25,14,32,21,0
2019,7,25,14,32,23,0
2019,7,25,14,32,24,0
2019,7,25,14,32,25,0
2019,7,25,14,32,26,0
2019,7,25,14,32,27,0
2019,7,25,14,32,28,0
2019,7,25,14,32,30,0
2019,7,25,14,32,31,0
2019,7,25,14,32,32,0
2019,7,25,14,32,33,0
2019,7,25,14,32,34,0
2019,7,25,14,32,35,0
2019,7,25,14,32,35,0
2019,7,25,14,32,36,0
2019,7,25,14,32,37,0
2019,7,25,14,32,38,0
2019,7,25,14,32,39,0
2019,7,25,14,32,40,0
2019,7,25,14,32,41,0
2019,7,25,14,32,42,1
2019,7,25,14,32,43,1
2019,7,25,14,32,44,1
2019,7,25,14,32,45,1
2019,7,25,14,32,46,1
2019,7,25,14,32,47,1
2019,7,25,14,32,48,1
2019,7,25,14,32,49,1
2019,7,25,14,32,50,1
2019,7,25,14,32,51,1
2019,7,25,14,32,52,1
2019,7,25,14,32,53,1
2019,7,25,14,32,54,1
2019,7,25,14,32,55,1
2019,7,25,14,32,56,1
2019,7,25,14,32,57,1
2019,7,25,14,32,58,1
2019,7,25,14,32,59,1
2019,7,25,14,33,0,1
